FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b7,35394,1000008715,11.3,7.45,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b8,35395,1000008715,11.3,7.45,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75b9,35396,1000008716,10.52,7.443,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ba,35397,1000008716,10.52,7.443,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75bb,35398,1000008717,9.112,4.833,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75bc,35404,1000008720,6.818,8.666,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75bd,35405,1000008720,6.818,8.666,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75be,35406,1000008721,5.894,5.678,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75bf,35407,1000008721,5.894,5.678,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c0,35408,1000008722,9.076,6.007,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c1,35409,1000008722,9.076,6.007,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c2,35410,1000008723,6.339,5.626,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c3,35411,1000008723,6.339,5.626,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c4,35412,1000008724,5.842,7.352,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c5,35413,1000008724,5.842,7.352,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c6,35414,1000008725,7.3333,10.0333,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c7,35415,1000008725,7.3333,10.0333,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c8,35416,1000008726,4.958,8.313,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75c9,35417,1000008726,4.958,8.313,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ca,35418,1000008726,4.958,8.313,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75cb,35419,1000008726,4.958,8.313,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75cc,35420,1000008727,8.486,8.521,NGA,,1997,,1997,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75cd,35421,1000008727,8.486,8.521,NGA,,1999,,1999,"Anopheles arabiensis Patton, 1905",morphology,not applicable,larval collection,,,,,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ce,35422,1000008727,8.486,8.521,NGA,,1997,,1997,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75cf,35423,1000008727,8.486,8.521,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,,,,Molecular forms M & S identified.,"Matthews, S.D., Meehan, L.J., Onyabe, D.Y., Vineis, J., Nock, I., Ndams, I. and Conn, J.E. (2007).  <b>Evidence for late Pleistocene population expansion of the malarial mosquitoes, <i>Anopheles arabiensis</i> and <i>Anopheles gambiae</i> in Nigeria.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(4):358-69"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d0,35529,1000008770,7,3,NGA,,2001,,2001,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,not applicable,unknown,,,,Molecular form S.,"Pinto, J., Lynd, A., Vicente, J.L., Santolamazza, F., Randle, N.P., Gentile, G., Moreno, M., Simard, F., Charlwood, J.D., do Rosário, V.E., Caccone, A., Della Torre, A. and Donnelly, M.J. (2007).  <b>Multiple origins of knockdown resistance mutations in the Afrotropical mosquito vector <i>Anopheles gambiae</i>.</b> <i>PloS One</i>, <b>2</b>(11):e1243"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d1,35530,1000008771,7.218,3.616,NGA,,2001,,2001,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,not applicable,unknown,,,,Molecular form S.,"Pinto, J., Lynd, A., Vicente, J.L., Santolamazza, F., Randle, N.P., Gentile, G., Moreno, M., Simard, F., Charlwood, J.D., do Rosário, V.E., Caccone, A., Della Torre, A. and Donnelly, M.J. (2007).  <b>Multiple origins of knockdown resistance mutations in the Afrotropical mosquito vector <i>Anopheles gambiae</i>.</b> <i>PloS One</i>, <b>2</b>(11):e1243"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d2,41373,1000010129,10.083,10.349,NGA,6,1999,6,1999,"Anopheles funestus Giles, 1900",morphology,DNA probe,house resting inside,,,,,"Michel, A.P., Ingrasci, M.J., Schemerhorn, B.J., Kern, M., Le Goff, G., Coetzee, M., Elissa, N., Fontenille, D., Vulule, J., Lehmann, T., Sagnon, N., Costantini, C. and Besansky, N.J. (2005).  <b>Rangewide population genetic structure of the African malaria vector <i>Anopheles funestus</i>.</b> <i>Molecular Ecology</i>, <b>14</b>(14):4235-48"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d3,42336,1000010410,7.4647,3.9163,NGA,12,2006,1,2007,"Anopheles coluzzii, Coetzee & Wilkerson, 2013",polymerase chain reaction method,,larval collection,,,,M Form,"Djouaka, R.F., Bakare, A.A., Coulibaly, O.N., Akogbeto, M.C., Ranson, H., Hemingway, J. and Strode, C. (2008).  <b>Expression of the cytochrome P450s, CYP6P3 and CYP6M2 are significantly elevated in multiple pyrethroid resistant populations of <i>Anopheles gambiae</i> s.s. from Southern Benin and Nigeria.</b> <i>BMC Genomics</i>, <b>9</b>:538"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d4,42337,1000010411,7.4394,3.8965,NGA,12,2006,1,2007,"Anopheles coluzzii, Coetzee & Wilkerson, 2013",polymerase chain reaction method,,larval collection,,,,M Form,"Djouaka, R.F., Bakare, A.A., Coulibaly, O.N., Akogbeto, M.C., Ranson, H., Hemingway, J. and Strode, C. (2008).  <b>Expression of the cytochrome P450s, CYP6P3 and CYP6M2 are significantly elevated in multiple pyrethroid resistant populations of <i>Anopheles gambiae</i> s.s. from Southern Benin and Nigeria.</b> <i>BMC Genomics</i>, <b>9</b>:538"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d5,42462,1000010436,9.883,4.517,NGA,11,2001,8,2003,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting,house resting inside,,,,"Awolola, T.S., Idowu, E.T., Adeneye, A.K., Maff, M.A., Oduola, A.O., Ogunrinade, A.F., Appelt, B. and Coetzee, M. (2006).  <b>Entomological survey and infection rates of <i>Plasmodium falciparum</i> and <i>Wuchereria bancrofti</i> in mosquito populations in the Kainji Lake Area, Nigeria.</b> <i>The Nigerian Journal of Parasitology</i>, <b>27</b>:58-61"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d6,42463,1000010436,9.883,4.517,NGA,11,2001,8,2003,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting,house resting inside,,,,"Awolola, T.S., Idowu, E.T., Adeneye, A.K., Maff, M.A., Oduola, A.O., Ogunrinade, A.F., Appelt, B. and Coetzee, M. (2006).  <b>Entomological survey and infection rates of <i>Plasmodium falciparum</i> and <i>Wuchereria bancrofti</i> in mosquito populations in the Kainji Lake Area, Nigeria.</b> <i>The Nigerian Journal of Parasitology</i>, <b>27</b>:58-61"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d7,45009,1000011516,6.45,3.4,NGA,,,,,"Anopheles moucheti Evans, 1925",morphology,polymerase chain reaction method,house resting inside,,,,An. m. nigeriensis,"Kengne, P., Antonio-Nkondjio, C., Awono-Ambene, H.P., Simard, F., Awolola, T.S. and Fontenille, D. (2007).  <b>Molecular differentiation of three closely related members of the mosquito species complex, <i>Anopheles moucheti</i>, by mitochondrial and ribosomal DNA polymorphism.</b> <i>Medical and Veterinary Entomology</i>, <b>21</b>(2):177-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d8,45297,1000011550,6.934,3.733,NGA,1,2004,12,2004,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,animal shed resting,,"Oyewole, I.O., Awolola, T.S., Ibidapo, C.A., Oduola, A.O., Okwa, O.O. and Obansa, J.A. (2007).  <b>Behaviour and population dynamics of the major anopheline vectors in a malaria endemic area in southern Nigeria.</b> <i>Journal of Vector Borne Diseases</i>, <b>44</b>(1):56-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75d9,45298,1000011550,6.934,3.733,NGA,1,2004,12,2004,"Anopheles funestus Giles, 1900",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,animal shed resting,,"Oyewole, I.O., Awolola, T.S., Ibidapo, C.A., Oduola, A.O., Okwa, O.O. and Obansa, J.A. (2007).  <b>Behaviour and population dynamics of the major anopheline vectors in a malaria endemic area in southern Nigeria.</b> <i>Journal of Vector Borne Diseases</i>, <b>44</b>(1):56-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75da,45299,1000011550,6.934,3.733,NGA,1,2004,12,2004,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,animal shed resting,,"Oyewole, I.O., Awolola, T.S., Ibidapo, C.A., Oduola, A.O., Okwa, O.O. and Obansa, J.A. (2007).  <b>Behaviour and population dynamics of the major anopheline vectors in a malaria endemic area in southern Nigeria.</b> <i>Journal of Vector Borne Diseases</i>, <b>44</b>(1):56-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75db,45300,1000011550,6.934,3.733,NGA,1,2004,12,2004,"Anopheles moucheti Evans, 1925",morphology,polymerase chain reaction method,man biting indoors,man biting outdoors,house resting inside,animal shed resting,,"Oyewole, I.O., Awolola, T.S., Ibidapo, C.A., Oduola, A.O., Okwa, O.O. and Obansa, J.A. (2007).  <b>Behaviour and population dynamics of the major anopheline vectors in a malaria endemic area in southern Nigeria.</b> <i>Journal of Vector Borne Diseases</i>, <b>44</b>(1):56-64"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75dc,45518,1000011682,8.8333,7.8667,NGA,,1999,,1999,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,house resting inside,,,,S form,"Simard, F., Licht, M., Besansky, N.J. and Lehmann, T. (2007).  <b>Polymorphism at the defensin gene in the <i>Anopheles gambiae</i> complex: testing different selection hypotheses.</b> <i>Infection, Genetics and Evolution</i>, <b>7</b>(2):285-92"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75dd,49344,1000012817,6.411,2.891,NGA,,,,,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,unknown,not applicable,unknown,,,,,"Rohr, C.J., Ranson, H., Wang, X. and Besansky, N.J. (2002).  <b>Structure and evolution of mtanga, a retrotransposon actively expressed on the Y chromosome of the African malaria vector <i>Anopheles gambiae</i>.</b> <i>Molecular Biology and Evolution</i>, <b>19</b>(2):149-62"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75de,58720,29356,7.159,3.349,NGA,8,2005,7,2006,"Anopheles funestus Giles, 1900",morphology,not applicable,larval collection,,,,,"Adeleke, M.A., Mafiana, C.F., Idowu, A.B., Adekunle, M.F. and Sam-Wobo, S.O. (2008).  <b>Mosquito larval habitats and public health implications in Abeokuta, Ogun State, Nigeria.</b> <i>Tanzania Journal of Health Research</i>, <b>10</b>(2):103-7"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75df,58721,29356,7.159,3.349,NGA,11,2005,3,2006,"Anopheles funestus Giles, 1900",morphology,not applicable,larval collection,,,,,"Adeleke, M.A., Mafiana, C.F., Idowu, A.B., Adekunle, M.F. and Sam-Wobo, S.O. (2008).  <b>Mosquito larval habitats and public health implications in Abeokuta, Ogun State, Nigeria.</b> <i>Tanzania Journal of Health Research</i>, <b>10</b>(2):103-7"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e0,62118,1000015145,6.45,3.4,NGA,10,2005,10,2005,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S form,"Awolola, T.S., Oduola, O.A., Strode, C., Koekemoer, L.L., Brooke, B. and Ranson, H. (2009).  <b>Evidence of multiple pyrethroid resistance mechanisms in the malaria vector <i>Anopheles gambiae</i> sensu stricto from Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>103</b>(11):1139-45"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e1,62119,1000015146,7.4333,3.9,NGA,10,2005,10,2005,"Anopheles gambiae Giles, 1902",morphology,polymerase chain reaction method,larval collection,house resting inside,,,M and S form,"Awolola, T.S., Oduola, O.A., Strode, C., Koekemoer, L.L., Brooke, B. and Ranson, H. (2009).  <b>Evidence of multiple pyrethroid resistance mechanisms in the malaria vector <i>Anopheles gambiae</i> sensu stricto from Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>103</b>(11):1139-45"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e2,62290,1000015211,8.818,4.65,NGA,4,2002,6,2002,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,house resting inside,,,,,"Awolola, T.S., Brooke, B.D., Hunt, R.H. and Coetze, M. (2002).  <b>Resistance of the malaria vector <i>Anopheles gambiae</i> s.s. to pyrethroid insecticides, in south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(8):849-52"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e3,62291,1000015212,6.635,2.734,NGA,4,2002,6,2002,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,house resting inside,,,,,"Awolola, T.S., Brooke, B.D., Hunt, R.H. and Coetze, M. (2002).  <b>Resistance of the malaria vector <i>Anopheles gambiae</i> s.s. to pyrethroid insecticides, in south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(8):849-52"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e4,62292,1000015213,6.534,2.849,NGA,4,2002,6,2002,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,house resting inside,,,,,"Awolola, T.S., Brooke, B.D., Hunt, R.H. and Coetze, M. (2002).  <b>Resistance of the malaria vector <i>Anopheles gambiae</i> s.s. to pyrethroid insecticides, in south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(8):849-52"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e5,62293,1000015214,8.034,4.133,NGA,4,2002,6,2002,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,house resting inside,,,,,"Awolola, T.S., Brooke, B.D., Hunt, R.H. and Coetze, M. (2002).  <b>Resistance of the malaria vector <i>Anopheles gambiae</i> s.s. to pyrethroid insecticides, in south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(8):849-52"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e6,62294,1000015214,8.034,4.133,NGA,4,2002,6,2002,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,house resting inside,,,,,"Awolola, T.S., Brooke, B.D., Hunt, R.H. and Coetze, M. (2002).  <b>Resistance of the malaria vector <i>Anopheles gambiae</i> s.s. to pyrethroid insecticides, in south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(8):849-52"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e7,62704,1000015285,7.034,3.45,NGA,,1998,,2006,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,not applicable,unknown,,,,S & M form,"Santolamazza, F., Mancini, E., Simard, F., Qi, Y., Tu, Z. and della Torre, A. (2008).  <b>Insertion polymorphisms of SINE200 retrotransposons within speciation islands of <i>Anopheles gambiae</i> molecular forms.</b> <i>Malaria Journal</i>, <b>7</b>:163"
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e8,66218,1000016994,6.4167,2.9667,NGA,,,,,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,,house resting inside,,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
Anopheline_Data.fid-4b4ba6ae_1627243c985_75e9,66222,1000016996,6.3167,5.6833,NGA,,,,,"Anopheles arabiensis Patton, 1905",chromosomal banding sequences ,,house resting inside,larval collection,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
Anopheline_Data.fid-4b4ba6ae_1627243c985_75ea,66223,1000016996,6.3167,5.6833,NGA,,,,,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,,house resting inside,larval collection,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
