FID,id,site_id,latitude,longitude,country_id,month_start,year_start,month_end,year_end,species,id_method1,id_method2,sample_method1,sample_method2,sample_method3,sample_method4,assi,citation
Anopheline_Data.fid-4b4ba6ae_1627243c985_7496,66211,1000016987,7.0167,6.2667,NGA,,,,,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,chromosomal banding sequences ,,house resting inside,,,,,MARA. (2009). <i>MARA - distribution records of <i>Anopheles gambiae</i> species.</i>
Anopheline_Data.fid-4b4ba6ae_1627243c985_7497,5799,1000000592,6.45,3.4,NGA,1,2000,1,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7498,5800,1000000592,6.45,3.4,NGA,2,2000,2,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_7499,5801,1000000592,6.45,3.4,NGA,3,2000,3,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749a,5802,1000000592,6.45,3.4,NGA,4,2000,4,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749b,5803,1000000592,6.45,3.4,NGA,5,2000,5,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749c,5804,1000000592,6.45,3.4,NGA,6,2000,6,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749d,5805,1000000592,6.45,3.4,NGA,7,2000,7,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749e,5806,1000000592,6.45,3.4,NGA,8,2000,8,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_749f,5807,1000000592,6.45,3.4,NGA,9,2000,9,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a0,5808,1000000592,6.45,3.4,NGA,10,2000,10,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a1,5809,1000000592,6.45,3.4,NGA,11,2000,11,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a2,5810,1000000592,6.45,3.4,NGA,12,2000,12,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a3,5811,1000000592,6.45,3.4,NGA,1,2000,12,2000,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a4,5812,1000000592,6.45,3.4,NGA,1,2000,1,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a5,5813,1000000592,6.45,3.4,NGA,2,2000,2,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a6,5814,1000000592,6.45,3.4,NGA,3,2000,3,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a7,5815,1000000592,6.45,3.4,NGA,4,2000,4,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a8,5816,1000000592,6.45,3.4,NGA,5,2000,5,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74a9,5817,1000000592,6.45,3.4,NGA,6,2000,6,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74aa,5818,1000000592,6.45,3.4,NGA,7,2000,7,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ab,5819,1000000592,6.45,3.4,NGA,8,2000,8,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ac,5820,1000000592,6.45,3.4,NGA,9,2000,9,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ad,5821,1000000592,6.45,3.4,NGA,10,2000,10,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ae,5822,1000000592,6.45,3.4,NGA,11,2000,11,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74af,5823,1000000592,6.45,3.4,NGA,12,2000,12,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b0,5824,1000000592,6.45,3.4,NGA,1,2000,12,2000,"Anopheles melas Theobald, 1903",morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b1,5825,1000000592,6.45,3.4,NGA,1,2000,1,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b2,5826,1000000592,6.45,3.4,NGA,2,2000,2,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b3,5827,1000000592,6.45,3.4,NGA,3,2000,3,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b4,5828,1000000592,6.45,3.4,NGA,4,2000,4,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b5,5829,1000000592,6.45,3.4,NGA,5,2000,5,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b6,5830,1000000592,6.45,3.4,NGA,6,2000,6,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b7,5831,1000000592,6.45,3.4,NGA,7,2000,7,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b8,5832,1000000592,6.45,3.4,NGA,8,2000,8,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74b9,5833,1000000592,6.45,3.4,NGA,9,2000,9,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ba,5834,1000000592,6.45,3.4,NGA,10,2000,10,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74bb,5835,1000000592,6.45,3.4,NGA,11,2000,11,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74bc,5836,1000000592,6.45,3.4,NGA,12,2000,12,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74bd,5837,1000000592,6.45,3.4,NGA,1,2000,12,2000,Anopheles gambiae Giles 1902 / Anopheles coluzzii Coetzee & Wilkerson 2013,morphology,polymerase chain reaction method,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74be,5838,1000000592,6.45,3.4,NGA,1,2000,1,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74bf,5839,1000000592,6.45,3.4,NGA,2,2000,2,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c0,5840,1000000592,6.45,3.4,NGA,3,2000,3,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c1,5841,1000000592,6.45,3.4,NGA,4,2000,4,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c2,5842,1000000592,6.45,3.4,NGA,5,2000,5,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c3,5843,1000000592,6.45,3.4,NGA,6,2000,6,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c4,5844,1000000592,6.45,3.4,NGA,7,2000,7,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c5,5845,1000000592,6.45,3.4,NGA,8,2000,8,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c6,5846,1000000592,6.45,3.4,NGA,9,2000,9,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c7,5847,1000000592,6.45,3.4,NGA,10,2000,10,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c8,5848,1000000592,6.45,3.4,NGA,11,2000,11,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74c9,5849,1000000592,6.45,3.4,NGA,12,2000,12,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ca,5850,1000000592,6.45,3.4,NGA,1,2000,12,2000,"Anopheles moucheti Evans, 1925",morphology,,man biting indoors,house resting inside,,,,"Awolola, T.S., Okwa, Hunt, R.H., Ogunrinade, A.F. and Coetzee, M. (2002).  <b>Dynamics of the malaria-vector populations in coastal Lagos, south-western Nigeria.</b> <i>Annals of Tropical Medicine and Parasitology</i>, <b>96</b>(1):75-82"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74cb,9241,1000001036,11.301,7.449,NGA,5,1999,6,1999,"Anopheles arabiensis Patton, 1905",morphology,polymerase chain reaction method,larval collection,,,,,"Onyabe, D.Y. and Conn, J.E. (2001).  <b>The distribution of two major malaria vectors, <i>Anopheles gambiae</i> and <i>Anopheles arabiensis</i>, in Nigeria.</b> <i>Memórias do Instituto Oswaldo Cruz</i>, <b>96</b>(8):1081-4"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74cc,9212,1000001012,13.059,5.244,NGA,6,1997,8,1997,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,M and S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74cd,9213,1000001013,11.301,7.449,NGA,6,1997,8,1997,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
Anopheline_Data.fid-4b4ba6ae_1627243c985_74ce,9214,1000001014,8.486,8.52,NGA,6,1997,8,1997,"Anopheles gambiae Giles, 1902",polymerase chain reaction method,,larval collection,,,,S form,"Onyabe, D.Y., Vajime, C.G., Nock, I.H., Ndams, I.S., Akpa, A.U., Alaribe, A.A. and Conn, J.E. (2003).  <b>The distribution of M and S molecular forms of <i>Anopheles gambiae</i> in Nigeria.</b> <i>Transactions of the Royal Society of Tropical Medicine and Hygiene</i>, <b>97</b>(5):605-8"
